radius	low	clinical
100	0.04752448617711948	0.00621801701084405
102	0.04744805178156842	0.006204696790207805
104	0.04736776508397707	0.006186345648269049
106	0.047298942078060756	0.00617592402016983
108	0.04720901770477816	0.006156592463470563
110	0.04711668514150167	0.006136524442191284
112	0.04702374655508843	0.006115040406541226
114	0.04692941739104289	0.0060945424411003035
116	0.04682951064895599	0.006072574923704972
118	0.04671501469144656	0.006049973539935282
120	0.04658376952045329	0.006027116074359107
122	0.04645893708657119	0.006005373058874805
124	0.04632129243895054	0.0059828896549275635
126	0.046181259879026194	0.0059592204414209
128	0.04603800271389094	0.005930320017467274
130	0.04593644141519319	0.005931171080091318
132	0.04582753653555167	0.005918653448160179
134	0.048059116788933424	0.00843197490093219
136	0.060977016346980266	0.02124198696538948
138	0.06398697494468057	0.024195367186130707
140	0.0651554125126846	0.025368268811668752
142	0.06575295512860788	0.026012962918345657
144	0.06605971563283367	0.0263830256912549
146	0.06620509082175753	0.02660136514822539
148	0.06625228975987248	0.026719804494678118
150	0.06624300952670002	0.026783165855630876
152	0.06620099753110106	0.02681206619135734
154	0.06613694140806532	0.02682131417960675
156	0.06605584461978131	0.026810137223533797
158	0.06597026118106131	0.02679120436835495
160	0.06588288726281971	0.026766526907010018
162	0.06580140263092132	0.026740870184648664
164	0.06572674076080619	0.026715335106021146
166	0.06565293223627688	0.026689730225119584
168	0.06558721409953885	0.026664472078195608
170	0.06551805716620421	0.02663511505035472
172	0.0654684813408589	0.026614246461127148
174	0.06542672088297523	0.026595656241989386
176	0.065398243987684	0.026580860458692852
178	0.06536774932723872	0.026564033916591914
180	0.06535144298356885	0.02655433801130381
182	0.0653490424156189	0.026552939787507057
