radius	low	clinical
70	0.0862257042709662	0.02128450666155134
72	0.08691418612444843	0.021956002270733868
74	0.0875893447240658	0.022612788365477626
76	0.08820307618032862	0.023208673640961793
78	0.08885814859865529	0.0238364405885956
80	0.08949206352233886	0.024456367492675782
82	0.0901040480577967	0.025055360538770867
84	0.09068870111928234	0.025636022053067645
86	0.09131233211205804	0.026229837767300316
88	0.09186910203665741	0.02679099130236413
90	0.09242364577305169	0.027352835572796105
92	0.09296456897641851	0.027918260354400808
94	0.09348970951133856	0.028517752872327162
96	0.09402165810267131	0.029110862149132624
98	0.09450517342220689	0.029697658120965222
100	0.09494080200195312	0.030280841064453126
102	0.09532699379633133	0.030844119730842706
104	0.09569453628810905	0.031399650686591334
106	0.09602102277626046	0.031980710761238984
108	0.09629695144046317	0.0325433733695492
110	0.09651851433367768	0.03311930758893982
112	0.09671040943690709	0.033704611719871054
114	0.09683991182984188	0.03429843037265673
116	0.09694004852621507	0.034897530971894505
118	0.09699036012741041	0.0355061939549631
120	0.0970338863796658	0.03613589816623264
122	0.09707199543658458	0.036805794399869404
124	0.09712243849231351	0.03750205064787453
126	0.09717386620084956	0.0382342656934012
128	0.09719923883676529	0.03894771263003349
