radius	low	clinical
100	0.4083594083786011	0.8304080963134766
102	0.4087226986885071	0.8302617073059082
104	0.40865275263786316	0.8299112319946289
106	0.4086049497127533	0.8295380473136902
108	0.4089903235435486	0.8293244242668152
110	0.4098139703273773	0.8292592763900757
112	0.4106151759624481	0.8291569352149963
114	0.41111865639686584	0.8289182782173157
116	0.4109330177307129	0.8283771276473999
118	0.41005900502204895	0.8276070952415466
120	0.40904781222343445	0.8268185257911682
122	0.408528596162796	0.8262529373168945
124	0.40815287828445435	0.825732409954071
126	0.40777158737182617	0.825311005115509
128	0.40737834572792053	0.8249435424804688
130	0.406578004360199	0.8236997723579407
132	0.40383461117744446	0.8167150616645813
134	0.3986612856388092	0.8050661683082581
136	0.39355507493019104	0.7941845655441284
138	0.389306902885437	0.7852073907852173
140	0.38685157895088196	0.7804831862449646
142	0.3854585587978363	0.778573751449585
144	0.38449227809906006	0.7775651216506958
146	0.3838169276714325	0.7769880890846252
148	0.38334921002388	0.7766411900520325
150	0.38301408290863037	0.7764065265655518
152	0.3827926218509674	0.7762296199798584
154	0.3826379179954529	0.7760668992996216
156	0.3825463056564331	0.7759166359901428
158	0.3824826776981354	0.7757158279418945
160	0.38244524598121643	0.775490403175354
162	0.3824433982372284	0.7753011584281921
164	0.3824709951877594	0.7751608490943909
166	0.38250792026519775	0.7750279903411865
168	0.3825415074825287	0.7749199271202087
170	0.3825782537460327	0.7748720049858093
172	0.38260963559150696	0.7748319506645203
174	0.3826184570789337	0.7748158574104309
176	0.3826184570789337	0.7748158574104309
178	0.3826184570789337	0.7748158574104309
180	0.3826184570789337	0.7748158574104309
182	0.3826184570789337	0.7748158574104309
