radius	low	clinical
100	0.30230225052218884	0.7699985387735069
102	0.30370291939470917	0.7707209077198058
104	0.3051907882327214	0.7714734717737883
106	0.30666788906091824	0.7722146911546588
108	0.30789228429785	0.7727986548561603
110	0.3089975143666379	0.7732856124639511
112	0.3108108739834279	0.7739548776298761
114	0.31293661904055625	0.7746467997785658
116	0.31533996493089944	0.7754142128396779
118	0.31740451615769416	0.7760802968405187
120	0.3189129794482142	0.7764615828637034
122	0.32009876845404506	0.7766487901099026
124	0.3217244698898867	0.7770770580973476
126	0.32505380001384765	0.7785421772859991
128	0.3295567622408271	0.7802540506236255
130	0.332465871819295	0.7807251093909144
132	0.33097642043139786	0.7745001388248056
134	0.32676064304541796	0.7633177728857845
136	0.32256305462215096	0.7529009224381298
138	0.318663002923131	0.7435760865919292
140	0.3163082206156105	0.7381974554155022
142	0.315013634506613	0.7359896251000464
144	0.3141248457832262	0.734821691410616
146	0.3134985436918214	0.7341387460473925
148	0.3130550424102694	0.7337092675734311
150	0.31273424334358424	0.7333990570623428
152	0.3125165147939697	0.7331570722162724
154	0.312360878335312	0.7329216676298529
156	0.3122495481511578	0.7326560909859836
158	0.3121563697932288	0.7323073286097497
160	0.31207941845059395	0.7319226255640388
162	0.31206141726579517	0.7316446308977902
164	0.31208307470660657	0.7314600870013237
166	0.3121238920139149	0.7312899962998927
168	0.3121694284491241	0.7311617187224329
170	0.31219573540147394	0.7310836159158498
172	0.3122009747894481	0.7309980900026858
174	0.3122026489581913	0.730971148936078
176	0.3122026489581913	0.730971148936078
178	0.3122026489581913	0.730971148936078
180	0.3122026489581913	0.730971148936078
182	0.3122026489581913	0.730971148936078
