radius	low	clinical
70	0.0518528311593192	0.005538416103440888
72	0.05186324649386936	0.005532483995696644
74	0.051889646654149926	0.005528166487410262
76	0.05188913424589627	0.005520206078928263
78	0.05189344618055555	0.005511828741691835
80	0.0518984317779541	0.0055036360025405885
82	0.05189597216622593	0.005495582004163607
84	0.05188394403782021	0.005487578796421319
86	0.051868407773997344	0.005479264349599604
88	0.05184247276999734	0.0054708000056999774
90	0.051820279345100306	0.005463999524528597
92	0.05177770084604649	0.005455075680420845
94	0.05171653985869242	0.0054454976155672635
96	0.051947308911217585	0.005750773681534661
98	0.05280894351372963	0.006684520551434461
100	0.05375183715820313	0.0076893669128417965
102	0.05466014447005058	0.008673963799746116
104	0.055529921717897675	0.009643230917891103
106	0.056418717989678825	0.010630504055437391
108	0.05724339426299672	0.011574964955019853
110	0.058053689751743284	0.012503755427589101
112	0.05884790907100755	0.013427773300482303
114	0.05962140995306248	0.014346542194022439
116	0.06038242571419116	0.015253562564373583
118	0.06112341263005871	0.016154390338918526
120	0.0618736818101671	0.017072556813557942
122	0.06261475462325315	0.01800261950883709
124	0.0633732600217059	0.018955077886829517
126	0.06418668247644833	0.01996076818856883
128	0.0650501549243927	0.021034013479948044
