radius	low	clinical
70	0.31422976933191404	0.1814402226847371
72	0.31371949565156043	0.1832225245082114
74	0.31343784313106265	0.18505820502857545
76	0.31317219402678154	0.18671256651878843
78	0.31318114654620494	0.18853058041126572
80	0.313429890194875	0.1904425868179812
82	0.31388310760617283	0.19239314940569227
84	0.31455315287024155	0.19442911441250949
86	0.315519283103658	0.1966569922228598
88	0.3166761488077069	0.19894143215587576
90	0.3182352568818981	0.20149065817447648
92	0.32023871610104804	0.20437316310515374
94	0.32259552827228005	0.20757226120721053
96	0.32529668696333625	0.21100558139745876
98	0.32824133604494127	0.21468428477417448
100	0.3313062298933733	0.218400325024738
102	0.3343605084199594	0.22207884428412458
104	0.3373089301812337	0.22571552053175334
106	0.34011813363405297	0.2293087227789467
108	0.3435658757449357	0.2333618403526113
110	0.3473260455567206	0.237689831166821
112	0.35114441460494866	0.2421446422693589
114	0.35503992723414773	0.24668392829503882
116	0.358990245257355	0.25131865148662164
118	0.36301837455272673	0.2560631862956
120	0.36712587080792264	0.2609327858823863
122	0.37133047607170644	0.2659576995668573
124	0.3756192846793858	0.2710768322487283
126	0.3799829293538544	0.27634213569344174
128	0.38439026092603173	0.28161784335553325
