radius	ssim_low	ssim_clinical
100	0.27908739855482173	0.11005238193230264
102	0.2791509839405473	0.10993375136741522
104	0.2794913049774528	0.10992386847640126
106	0.2799824586767636	0.11001232712840853
108	0.2806223297046474	0.11014362853810288
110	0.28139107596034263	0.1103493595211949
112	0.28218328450318036	0.11064298736770574
114	0.2827195827968053	0.11080855013808184
116	0.28373042109771957	0.1111964018274991
118	0.28493040681669896	0.11163940064976352
120	0.2864278142614129	0.11221262913013468
122	0.28809460209871435	0.11286971843103503
124	0.29004820652545166	0.11366811028366831
126	0.2920579888910281	0.11454006930564434
128	0.2947127938702978	0.11575137231947819
130	0.29836279856796305	0.11807431569803852
132	0.3013801748958635	0.11989663538462657
134	0.3134045541637056	0.14741201322620529
136	0.36138781482250226	0.2405695154637148
138	0.37306684874223917	0.2583566559287324
140	0.37868312480339106	0.26608210330443616
142	0.38238859349066007	0.27085741508454536
144	0.38506544170801515	0.2740896336717964
146	0.3871417199060118	0.27645554718692694
148	0.38871294112946647	0.2781513101371024
150	0.3900224730901389	0.2794979932014383
152	0.3910845113940783	0.2805469190983564
154	0.39202768685956674	0.2814517993295758
156	0.39282937116649413	0.282189923713295
158	0.3935208061201282	0.28280566096123033
160	0.39413203944933134	0.2833371024032519
162	0.3946349181751942	0.2837670174457997
164	0.3950516688020319	0.2841136043867506
166	0.3954578549154917	0.2844512936017112
168	0.3957915221255834	0.28471401193864354
170	0.3960572185211944	0.2849110015075556
172	0.39625901270626324	0.2850642449013823
174	0.39642775897879046	0.2851887595001494
176	0.39652233351044514	0.2852493886539876
178	0.39659716226611325	0.28528859163718157
180	0.3966312219927371	0.2853026838073175
182	0.3966358941457215	0.285304591671997
