radius	ssim_low	ssim_clinical
100	0.26088336334441853	0.09275735002914554
102	0.2617813266845065	0.09305592409620476
104	0.2628020286148098	0.09340907284657908
106	0.26404381195498106	0.09383068660425814
108	0.2654051299325645	0.09433677703423811
110	0.2663080228083244	0.09468436886034297
112	0.2673496046323169	0.09511107516042995
114	0.2688486161767253	0.09566529643091119
116	0.2706091735569165	0.09630934021849706
118	0.2724378276586258	0.09697361403937245
120	0.2744380712572771	0.09769647085409956
122	0.2764609553601071	0.0984409313376059
124	0.27865862361525917	0.0992531559418355
126	0.2808429965583678	0.10005875630920914
128	0.28332047997523346	0.10100546494742745
130	0.28635527365128427	0.10236402163388936
132	0.28884473929998217	0.10342981571027969
134	0.29756595142401215	0.12517957896296097
136	0.3330175558268238	0.2000428142523872
138	0.34190942277658765	0.21407708601222614
140	0.3462363136440885	0.21999407725028947
142	0.3491806325261792	0.22363438939720043
144	0.35137470420188965	0.2261084234022411
146	0.3531211201459122	0.2279185699355343
148	0.35446893975649263	0.22923282435753034
150	0.35562896698327473	0.23028502691659847
152	0.3565861079258055	0.23111278314873632
154	0.3574489758127866	0.2318358536391637
156	0.3581982935963897	0.23242849515943503
158	0.3588511686694081	0.23293103179582186
160	0.35943351806498325	0.23337133675443236
162	0.3599132228092901	0.23373099576632775
164	0.3603097289159904	0.234023857934068
166	0.3607000879960131	0.23431248623902165
168	0.3610216087174953	0.2345385605528847
170	0.36128297753699057	0.23470942449841423
172	0.3614884724980585	0.2348480848466813
174	0.36165668725432976	0.23496058941577258
176	0.36174858451277797	0.23501293075899102
178	0.36182614811595293	0.23504766395447735
180	0.3618636042492008	0.23506137426411639
182	0.3618690181520501	0.2350632084472658
