radius	ssim_low	ssim_clinical
100	0.3078421548328442	0.10570399877520571
102	0.30642993133399354	0.10510064128753523
104	0.3049756711081727	0.10447362472819868
106	0.3034281585588719	0.10382398255839083
108	0.3018035041446082	0.10316363884971261
110	0.3002140347540194	0.10250861677444119
112	0.29883193671017555	0.10195255716378879
114	0.2978340800422609	0.10154476883898962
116	0.29725048472820376	0.10130648421329273
118	0.29700711701848936	0.10117567371196479
120	0.2971403227291357	0.10119281967193143
122	0.297637535344145	0.10135724910379415
124	0.29849981378908697	0.10166629891599889
126	0.29959380607461017	0.10206524369592354
128	0.3010585789664189	0.10263721601450725
130	0.3027295092887762	0.103296938827269
132	0.3042571047658428	0.10394466591391013
134	0.31152524384403585	0.12676271009928053
136	0.33913846488481175	0.19642636745492958
138	0.3449705478060335	0.2079892872628641
140	0.34741694983382115	0.21230631332204888
142	0.3490190226811398	0.21478469500384018
144	0.35019285087343344	0.2163655947852832
146	0.35114890675784954	0.21747343716801534
148	0.35193497439348703	0.21826231569521157
150	0.3526169796367661	0.21887538069143886
152	0.3531943203090369	0.21934992301708567
154	0.35372899136679287	0.2197600886493983
156	0.35419578905324306	0.22008907775888453
158	0.35460242734043623	0.22036892862500781
160	0.3549750882802392	0.2206082368799119
162	0.3552777136405123	0.22080151164170594
164	0.35552613420967427	0.22094986324772403
166	0.35576095923814083	0.22108785792670643
168	0.3559604051752181	0.2211967584299065
170	0.3561265673517395	0.2212732426827178
172	0.3562635405903674	0.22134610615215383
174	0.3563744242007449	0.22140825164761777
176	0.3564418110959998	0.22143523681930335
178	0.3564981544246705	0.22144893298084933
180	0.35652209168239263	0.2214511450073582
182	0.35652501378205775	0.2214509392862247
