radius	ssim_low	ssim_clinical
100	0.27902586474863933	0.09757848983742463
102	0.2790410267139867	0.09749281300537965
104	0.2791178497060097	0.09741928903002058
106	0.27917822241792517	0.09734105427157211
108	0.27929820841517444	0.09729742774302846
110	0.2796053603671672	0.09732689440925774
112	0.2800630625786338	0.09740254533170539
114	0.2806486617633316	0.09752887474958202
116	0.28141901369190786	0.09775691584504602
118	0.28233151525232414	0.0980317803716959
120	0.283334209651288	0.09836359566687229
122	0.2844320769898601	0.09875482242699647
124	0.2856975291502792	0.09921072072147342
126	0.2869428333313611	0.09968526109028178
128	0.2882864997463823	0.10024525179016423
130	0.2895988288407983	0.10081138590545519
132	0.29067950900378436	0.10130965265337435
134	0.29726265077994696	0.12324540289695309
136	0.32149524988870143	0.1878200144480396
138	0.3259173752883892	0.1979291665916224
140	0.32744838890832	0.20147905705166047
142	0.32837088435934064	0.2034323508756525
144	0.32898785371094647	0.20461036462832996
146	0.32946401754669435	0.20538571568703667
148	0.3298759098208792	0.20593541585188546
150	0.3302595522345988	0.20635578027543428
152	0.3305901499106137	0.2066811572003789
154	0.3309167336425885	0.20697270960992648
156	0.33121195955697313	0.2072063918911795
158	0.3314815610872922	0.2074096070893365
160	0.33172311434671314	0.2075799210306167
162	0.33191712135476553	0.2077161338953515
164	0.33207156289417095	0.20781780992412677
166	0.33222637918085723	0.2079149744594227
168	0.3323390377462904	0.20797859772387686
170	0.3324054126308578	0.20799699557308743
172	0.3324426837660722	0.20800862287982205
174	0.3324731352466604	0.20801788283934583
176	0.3324893467227324	0.2080162738773091
178	0.33251386376970415	0.20801399350317204
180	0.33252802938488013	0.20801118401601237
182	0.33253037583108846	0.2080104554442479
