radius	ssim_low	ssim_clinical
100	0.2777999676786276	0.09526679748074383
102	0.27673231150685157	0.09486127897992114
104	0.27594545479880195	0.09453041275126334
106	0.27548527875527357	0.09432174478575722
108	0.2753764473327114	0.09425936847064693
110	0.27560813779808174	0.09433475359751894
112	0.2762558043966557	0.09453083908049247
114	0.2772133326926944	0.09486966921537515
116	0.2785730375934527	0.0953704642147594
118	0.28013495669909927	0.09600151505614815
120	0.2816585258236798	0.09666152586455816
122	0.28359076228005675	0.09748318945465714
124	0.285873882333081	0.09838922889858846
126	0.2882548101968999	0.09930471497490213
128	0.2911515952312494	0.1004504514333556
130	0.2943203039004393	0.10177945785276235
132	0.2968300159206218	0.10277852546553001
134	0.3057848716592112	0.12617644610658837
136	0.33916684586701695	0.19896360019936374
138	0.3474912715954026	0.21238410944860953
140	0.35158208729019413	0.21801143451525035
142	0.3543818188233661	0.22146160262206172
144	0.356469697208905	0.22379620401188233
146	0.3581440148173447	0.22550543532009576
148	0.3594469268565135	0.2267401056462763
150	0.36056553692728144	0.2277247085557415
152	0.36149342837882276	0.22850053918566102
154	0.362332672786873	0.22917830743509712
156	0.36306457647759893	0.22973480073374436
158	0.36370327975030803	0.23021158647731313
160	0.36427366720611076	0.23062516909899822
162	0.36474491596865466	0.23096146007009347
164	0.3651358311656701	0.2312336562895696
166	0.3655129443691558	0.23150605073295097
168	0.365830085779483	0.23172076816497725
170	0.36608650420256345	0.2318793669626266
172	0.3662900877754654	0.23200876355309089
174	0.36645814337803456	0.23211621164607116
176	0.36655307527203645	0.232171521390514
178	0.36663170232537545	0.23220733118585696
180	0.36666806152511355	0.23221911463046932
182	0.36667321083604104	0.23222086615573143
