radius	ssim_low	ssim_clinical
100	0.2797000671946557	0.09699935777798795
102	0.27951306167513373	0.09682766808797125
104	0.2793110030536302	0.09666377936695139
106	0.2791423339367531	0.0964969280535778
108	0.27893619217812043	0.09633766682363495
110	0.2788318257810076	0.09621222563174048
112	0.27893830330987723	0.09616906026910584
114	0.2792050363628641	0.09618986530712755
116	0.2796849687924417	0.09628899379664378
118	0.28031894590690337	0.09645742709660372
120	0.28115183830941204	0.09669718608448567
122	0.2820812784125634	0.09698875003767156
124	0.283179171853129	0.09735140567714066
126	0.28434367321352677	0.09774092130302935
128	0.2855767935304171	0.09819144065055588
130	0.2866633153644728	0.09862095777905204
132	0.287402922997162	0.09898359625046461
134	0.2923802626646324	0.11874580040611565
136	0.31051008016810056	0.17595854876455486
138	0.3132606248602225	0.1843291019923919
140	0.3140035746355922	0.18705558791357066
142	0.31436882665998134	0.1884415026634717
144	0.3146344707149828	0.18924683654291294
146	0.31487158969508017	0.18976005352466077
148	0.3150952984595186	0.1901059513997613
150	0.3153167840470399	0.1903614309694631
152	0.315529020949496	0.19055859639022385
154	0.3157750283246647	0.19075416696734146
156	0.3160196223130072	0.1909162463390532
158	0.3162541674781504	0.19106962025836136
160	0.3164804203834272	0.19120626809905447
162	0.3166780949977999	0.19132418329417694
164	0.3168489067688091	0.19141888118708247
166	0.31700234138460776	0.19150501889346247
168	0.3171226144841309	0.19156310226172854
170	0.31721166027659126	0.19159306473657836
172	0.31729758505252587	0.19163525035064827
174	0.31737087315084395	0.19167319358718982
176	0.3174107944036783	0.19168695374853145
178	0.31744456398669696	0.19169239660596188
180	0.31746293909713474	0.1916924329656927
182	0.31746485267871255	0.19169182370736398
