radius	ssim_low	ssim_clinical
100	0.27365881616287535	0.09665192483416918
102	0.27265447077380434	0.09615657762508052
104	0.27188302916882484	0.09576188872759307
106	0.2713670860353843	0.09550312201145587
108	0.27103762488379446	0.0953217969276545
110	0.27099237207591687	0.09523804577992932
112	0.2712503096254607	0.09528796402571756
114	0.27163457333809826	0.09546304591039698
116	0.27212434542827585	0.09575631735907383
118	0.2729996804096857	0.09613311747694663
120	0.27419471366689374	0.09661662701638521
122	0.27557573309146155	0.09716191108477219
124	0.2772452061708711	0.0978223292479416
126	0.27899937211840253	0.09850263919960864
128	0.28135425382696433	0.09946778717401492
130	0.28458118614095934	0.10115605745482038
132	0.2871967630290087	0.10238559373344983
134	0.29672429727020894	0.12581487031567
136	0.33384705949741	0.20340532697515665
138	0.3430646688225608	0.21797042107851788
140	0.3475161908611626	0.22416287604493143
142	0.35051808399851364	0.22796142724551718
144	0.3527243994732241	0.23052714320982948
146	0.3544570476537511	0.23239564573984955
148	0.3557879331756593	0.23373315516619012
150	0.35691712962172206	0.23479935494132007
152	0.3578423315671063	0.23563118514760192
154	0.35867770214056904	0.23635352323304665
156	0.3593984067258919	0.23693945921324466
158	0.36002469014750915	0.23743692575058542
160	0.3605736814060815	0.23786379995564497
162	0.36102573200395865	0.23821167292895404
164	0.36140690815296633	0.2384961146579606
166	0.361770770765793	0.23876641522550904
168	0.36206951279905064	0.23897511951166836
170	0.36232190313426405	0.23914199775918066
172	0.3625177718682857	0.23927833108863067
174	0.3626752045871508	0.23938115792221873
176	0.3627640553635727	0.2394299361770679
178	0.3628359493118166	0.23946155693157747
180	0.36287059490082535	0.23947339863977557
182	0.36287491665925187	0.2394744935132438
