radius	ssim_low	ssim_clinical
100	0.33837669529561	0.10897615329684421
102	0.3387047608683543	0.10909399733413008
104	0.3384724609581411	0.10902014986198474
106	0.3378469990468982	0.10883305827945937
108	0.3368723470752198	0.10853527275674117
110	0.33562341186046446	0.1081582173438655
112	0.33431872193857526	0.10776106902869644
114	0.3331498517467689	0.10739831831237491
116	0.33246185899541064	0.10718648772818166
118	0.332728720615653	0.10728135630779663
120	0.33382392466503064	0.1076506029871194
122	0.3352905762002103	0.1081411513660233
124	0.3370972514929555	0.10874888621895347
126	0.3387066676496086	0.10930605761076446
128	0.34112694366380375	0.11014736391394765
130	0.34505965880553413	0.11157184674701742
132	0.3483312056081961	0.11277970250451043
134	0.3596304139846952	0.13967469431901117
136	0.4038400496004393	0.22578438521533545
138	0.4155102954867148	0.2421996111529407
140	0.4213770126602399	0.2490993218662971
142	0.4255116996796564	0.25338851583829736
144	0.42865528024118926	0.2563340829904067
146	0.4312330603417114	0.2585163042251143
148	0.4332584494674073	0.2601172426177388
150	0.43500257725256813	0.26141134715218756
152	0.4364544423334736	0.2624427914993198
154	0.4377891164079655	0.26335615317303396
156	0.43895680686171246	0.2641146396581555
158	0.43997609337274424	0.2647628832415858
160	0.4408857938739276	0.26533319101049657
162	0.4416494658767715	0.26580343835704673
164	0.4422920857013771	0.26618863643927665
166	0.44291142519342586	0.2665645207108057
168	0.44342705716073183	0.2668688529113552
170	0.4438574477283276	0.2671012859645403
172	0.44418995092721414	0.2672872030424246
174	0.4444554070447208	0.26743732173109797
176	0.44460572595462333	0.2675107416307483
178	0.4447315515376906	0.26755854650953576
180	0.4447890791399872	0.2675765829082902
182	0.44479775768867624	0.2675788302084891
