radius	ssim_low	ssim_clinical
100	0.34156861644724745	0.11958284502106369
102	0.34139089484885	0.11932525294122413
104	0.3413006281507821	0.11909410175499116
106	0.34125113897473747	0.11888626627804995
108	0.3412846125589188	0.11868589015124445
110	0.3415089364523325	0.11857647015893816
112	0.34202772016613436	0.11857933427632579
114	0.3428484845968163	0.11870710118454383
116	0.3438771731641508	0.11890018327050848
118	0.34496775992679035	0.11916263036124784
120	0.34574011683106237	0.11933731322101043
122	0.3465164555526975	0.11950717910844248
124	0.34781625767602453	0.11984993350684783
126	0.3494673114448871	0.12030387934963113
128	0.35119832501832515	0.12080212383145211
130	0.35285936618343744	0.12130134942005853
132	0.3544166521948016	0.12187344936966485
134	0.36485984254671083	0.14811444115768574
136	0.4063748924629339	0.23075864710255353
138	0.416325508534855	0.2458627252135363
140	0.42118947541040547	0.2521386753477261
142	0.4246244080904078	0.25603958856262554
144	0.4272444766888132	0.2586892666378335
146	0.4293414316313315	0.2606305978329497
148	0.4309936632656417	0.26203826412681813
150	0.43242291012836387	0.26316605736060084
152	0.43361132462549357	0.26406319170101705
154	0.43470643307710305	0.2648569531123448
156	0.43567890512138485	0.2655117501790827
158	0.43652031630258536	0.2660715942265966
160	0.43728090287278165	0.2665595949468793
162	0.43792232972217693	0.26696754984665444
164	0.4384567355457749	0.26729778094456125
166	0.43897458550362595	0.26761894960204236
168	0.4394096116630442	0.2678750557863169
170	0.43976817159566817	0.26807212018101967
172	0.440050581414069	0.2682333989144667
174	0.4402770446858426	0.2683646840132309
176	0.4404033476135117	0.26842923016803794
178	0.4405110976246386	0.26847172598718383
180	0.44055790077965346	0.2684858922776064
182	0.44056361554147094	0.2684863455311719
