radius	ssim_low	ssim_clinical
100	0.3349386984698677	0.12305781668299237
102	0.33591512044453997	0.1232320209236768
104	0.3369011878083158	0.12338690712479543
106	0.337820257666419	0.12352619058388947
108	0.3386558878792386	0.12361980191097943
110	0.33957666087480326	0.12377745688070226
112	0.34069087698831946	0.12397145317051399
114	0.3419652344630347	0.12424237087666377
116	0.3433247763438209	0.12453610273558298
118	0.3446427972650494	0.12483266853699504
120	0.34610269068161953	0.12520734352894075
122	0.3473070547806896	0.12549664745853426
124	0.34831394126536436	0.12571182863635685
126	0.349838245260675	0.12611579203446377
128	0.35225348388830924	0.12678872161806878
130	0.3563624219685372	0.1283093385889198
132	0.3597156781284403	0.12943931278118362
134	0.3728698515202494	0.15819829481312234
136	0.42524840171021755	0.2538284824113261
138	0.4389092481120399	0.27246889231196747
140	0.4457771655017208	0.28058448742816905
142	0.4505587036447987	0.28570846260035904
144	0.4541650001400977	0.2892552438589136
146	0.4570695819953773	0.2919073794561185
148	0.4593401487638924	0.293856938167259
150	0.46129743041567867	0.2954363490712876
152	0.4629039556227515	0.2966895342251176
154	0.4643746326077898	0.2977902126194322
156	0.4656458697322835	0.29870505211741083
158	0.46675286489370205	0.2994845496527064
160	0.4677429751335275	0.3001621200267165
162	0.46855740703477183	0.30072167508345976
164	0.4692324578829789	0.3011721995943379
166	0.46988317695749166	0.30161048134656054
168	0.4704156176659098	0.30195240437479764
170	0.47085531509297424	0.3022223746339789
172	0.47119602777660713	0.30243534030335656
174	0.47146900676725756	0.3026031557739793
176	0.4716222496156269	0.30268678560860074
178	0.4717477451979717	0.3027434749823746
180	0.471805341025634	0.30276419623154677
182	0.4718133872025337	0.3027668525618559
