radius	ssim_low	ssim_clinical
100	0.2865346739413227	0.10426807157773002
102	0.2874148569519291	0.10436417059303016
104	0.2886139509072353	0.10458355510385789
106	0.2901108524556991	0.10490472859317017
108	0.2919431017367684	0.10535670093650293
110	0.29402559607969586	0.10592866422777272
112	0.2965779865848234	0.10664243476858855
114	0.2994442131437057	0.10749081704484315
116	0.3026903416107012	0.10845232706083872
118	0.30596433463024514	0.10941493426716256
120	0.3094132153240847	0.11045017764555008
122	0.3128009684312796	0.11146925537346063
124	0.3162072538716232	0.11250909865644149
126	0.3193948136520864	0.11348194292518914
128	0.32284848311028363	0.11453978136335662
130	0.3264920231673299	0.11572283391038869
132	0.32943231173509	0.11671996034304007
134	0.34014320341678955	0.14054041455957572
136	0.38299470171292177	0.22078858949027236
138	0.39424476227644417	0.23634507052755246
140	0.39993262324661555	0.24299315643223562
142	0.4039386017132431	0.24717954660982522
144	0.40701030187659637	0.25008163568580594
146	0.409505176528985	0.2522564373584822
148	0.41146840464266593	0.25386298477062974
150	0.41317233371300804	0.2551704539251494
152	0.4145933189872766	0.25621618493693155
154	0.41589499300805544	0.2571482536322023
156	0.41703083992745693	0.2579129953510745
158	0.41801778743987617	0.2585710350783719
160	0.4188927079981364	0.2591425715184488
162	0.4196210482069829	0.259613725522543
164	0.4202366187203613	0.26000595831189693
166	0.4208345068823139	0.26038813054832693
168	0.42133410831937423	0.260694031652688
170	0.4217391850159465	0.2609315350582222
172	0.4220494759413549	0.2611157195693155
174	0.42228983296078054	0.2612576329739903
176	0.42243026987661475	0.26133063860151967
178	0.42254817311387155	0.26137884990561366
180	0.4226033698407716	0.2613970029472514
182	0.4226114776205277	0.26139925095689504
