radius	ssim_low	ssim_clinical
100	0.3100800530560635	0.107942999929576
102	0.30931956428301255	0.10748896104469952
104	0.3089290365351723	0.10719948998433934
106	0.3088151441201177	0.10701288291708932
108	0.30894265170976337	0.10689232881746029
110	0.30931719295430143	0.10685928265069519
112	0.31006860869899816	0.10693706860067598
114	0.3110893873691563	0.10712636862834218
116	0.3124575199282581	0.1074286296218818
118	0.31406800834830123	0.10781198935407206
120	0.3158222188364949	0.10828066021765989
122	0.31726857664614283	0.10867364542961552
124	0.3193681462361246	0.10928217562077147
126	0.3217355551616328	0.10996424908563081
128	0.32471695642732534	0.11087378345727836
130	0.328420244338104	0.11207152805263275
132	0.33142432559724977	0.11304776430938054
134	0.34155270706243057	0.13603982208884183
136	0.38123647640508107	0.21273722477227172
138	0.3917908841883953	0.2275705543497403
140	0.3971651417426849	0.23388968886085382
142	0.4009639855116993	0.23784459951374246
144	0.4038801543876123	0.2405707257557556
146	0.406255090475153	0.24260602976912746
148	0.40812930981721746	0.2441040392360003
150	0.4097603703162295	0.24531643944374185
152	0.4111147199294541	0.24628441891730088
154	0.41234623985374674	0.2471367535447482
156	0.4134304873375808	0.24784614449986103
158	0.4143779301491715	0.2484531940820327
160	0.41521391854414696	0.24898406359937855
162	0.415924268627282	0.24942491367352185
164	0.4165102292424991	0.24978474546075355
166	0.41708645415798257	0.25013676692692055
168	0.4175548764418253	0.25041655982551847
170	0.4179466394733654	0.25063575864148957
172	0.41824835934012855	0.2508074194290819
174	0.41849513000216154	0.2509429060573812
176	0.41863246795046666	0.251008480413342
178	0.41874665652736776	0.25105126588484367
180	0.41880192925467685	0.25106872051067725
182	0.41880867577564057	0.25107056044199755
