radius	ssim_low	ssim_clinical
100	0.3385079421851779	0.11420664018271218
102	0.33882500389703285	0.11432530334058126
104	0.33905475456906964	0.11442031287559042
106	0.33919260111286065	0.11447405599746677
108	0.3391913425792804	0.11448126589351054
110	0.3389646019820381	0.1144178729188336
112	0.3385581867447737	0.11428884017953561
114	0.338027167539774	0.11413258243928937
116	0.33736245146413063	0.11393757163759112
118	0.33661531722379906	0.1137251937053651
120	0.3357741395349569	0.1134929387832331
122	0.3349966589717562	0.11329054552971742
124	0.33442422440637576	0.11316809839081887
126	0.3340992949758354	0.11314677019078169
128	0.3339759535892364	0.113198409418409
130	0.333845349973693	0.11328016057274162
132	0.33321106551248725	0.11319657738975342
134	0.33784053556214094	0.13696472199166018
136	0.368766526562378	0.21165935132369787
138	0.3742370361443166	0.22356507495974937
140	0.3761966153846323	0.22795141066140137
142	0.37732808991246963	0.2303791091823952
144	0.37811054844926956	0.2318839072898009
146	0.37873144612179493	0.2329051017290191
148	0.379229453259382	0.2336076251461453
150	0.3796912714156375	0.2341486855761206
152	0.380106990128809	0.23457134654946654
154	0.38052746766694284	0.23495478531687525
156	0.3809254750465527	0.23527415079062877
158	0.38133048313663087	0.2355726789516251
160	0.38173817765823703	0.23585334269115232
162	0.3821188108808614	0.23610674468451215
164	0.382460231634512	0.23632270331717475
166	0.38280544005975253	0.2365434868531873
168	0.38309370353793043	0.2367133177905275
170	0.3833215232759092	0.236839716306281
172	0.3835038965407056	0.2369436093462948
174	0.3836444246357882	0.23702112877689713
176	0.38371745010671815	0.23705304660580345
178	0.3837677050726205	0.2370625415289792
180	0.3837866221337009	0.23706172548845314
182	0.3837893357611333	0.2370608757707993
