radius	ssim_low	ssim_clinical
100	0.32474210775027623	0.115021525892234
102	0.32579113672802495	0.11517025088026053
104	0.3270725106987093	0.11541404302845704
106	0.3286366056886148	0.1157325652171676
108	0.3305048525455343	0.11617661496094893
110	0.33260332802749504	0.11670033124169027
112	0.3349531962732666	0.11729618622194368
114	0.33749478816523854	0.11797578656411374
116	0.34030963242401363	0.11874265481851067
118	0.34317672892012446	0.1195449323063915
120	0.3461840163544808	0.12041482075754237
122	0.3489328594012525	0.12120993326429828
124	0.35226695410792225	0.12219270127108417
126	0.35568554825749876	0.12319051966804391
128	0.35950759335376126	0.12431885140451787
130	0.3635596252652913	0.12559506622008645
132	0.3668403418489237	0.12667217811597012
134	0.37917132646504653	0.1547714058679798
136	0.42832341575852506	0.24716795075412423
138	0.441158145990289	0.2649160262690632
140	0.4476277423768325	0.27250195556711065
142	0.452149982603073	0.2772586925195353
144	0.4556014381497294	0.2805468314962929
146	0.4584126280127682	0.28300377299085844
148	0.4606188427000916	0.2848142289403857
150	0.4625305778795523	0.28628098481725867
152	0.46411572946503493	0.28745379239198804
154	0.46556178865724956	0.2884875458523765
156	0.46683134763569895	0.28935106086152507
158	0.4679321939691061	0.29008496749805557
160	0.4689122976870633	0.29072421683432265
162	0.46972516164823197	0.29125327063276396
164	0.4704093320533715	0.2916870947646332
166	0.4710730950151392	0.2921104211972163
168	0.47162402060888253	0.29244949526742003
170	0.47207260018862185	0.29271260050179665
172	0.47242242291031195	0.2929218716395613
174	0.47269921688661626	0.29308375470558923
176	0.47285914358511566	0.29316441832513745
178	0.47298807640711543	0.29321728657844437
180	0.47304827184682924	0.2932376426283856
182	0.473057268780109	0.2932406527419015
