radius	low	clinical
70	0.05618999247648278	0.007097503506407446
72	0.0561571651034885	0.0070535952662244255
74	0.05609519852609683	0.007013427505883272
76	0.05604363544495813	0.006967461340315124
78	0.055994067671736314	0.006923672402085324
80	0.05594677448272705	0.006883986592292786
82	0.05589675222529605	0.006846729167368637
84	0.05584183517767458	0.006811585826398023
86	0.05580774599181568	0.006779192072949324
88	0.05576148308998297	0.006755525415593927
90	0.055712208688994985	0.006723741602014612
92	0.055651731437005254	0.006691171902113917
94	0.05556943244985889	0.006651695306725284
96	0.05583707491556803	0.006988648739125993
98	0.05687253825717149	0.00807954469654571
100	0.05799489135742188	0.009248577117919921
102	0.05906450212208045	0.010398047101447235
104	0.06013329635710406	0.011524921338233723
106	0.061205116019379675	0.012682226553808629
108	0.0622171106325419	0.013787369015121982
110	0.06318809824541581	0.014880566557576833
112	0.06416402057725556	0.015969788541599195
114	0.0651074354007964	0.017051358632433778
116	0.06602704822662753	0.018116806973741965
118	0.0669517308875974	0.01918565442732647
120	0.0678816392686632	0.020272805955674912
122	0.06880284355264042	0.02138223625004724
124	0.06975375204255008	0.022516407405920754
126	0.0707396538259401	0.02371494545988245
128	0.07179989665746689	0.024997783824801445
