radius	low	clinical
70	0.30291980052044687	0.15313597533258594
72	0.30137882554866696	0.15414038692748647
74	0.3003742769995208	0.15536132198230573
76	0.29981411015326526	0.1565482563920012
78	0.2997381091271061	0.15807265345766716
80	0.3000565956752666	0.15976303090729568
82	0.30069382079479845	0.16156045203659908
84	0.3016152895659237	0.1635066136237214
86	0.30317833917939035	0.16582688960435163
88	0.30534722043097046	0.16844570672016537
90	0.3082136770341624	0.17145199189785965
92	0.3114089460888341	0.17471418134081904
94	0.3146959846506401	0.17811319798729636
96	0.31791260709545827	0.181461844463944
98	0.3209099843780353	0.18469569220797208
100	0.32375326476554966	0.18784518769859818
102	0.3263660387955752	0.1909083000177102
104	0.32867691570776847	0.19372622278586465
106	0.3317846506903844	0.19713606704047934
108	0.3349903519249957	0.20063690280772242
110	0.33819231605933026	0.2041901575989812
112	0.3414301902513539	0.20786349038603824
114	0.3446964884028957	0.21163611858333103
116	0.34802798498369725	0.21549339730233613
118	0.35142220920038764	0.219474466809784
120	0.35492605752494805	0.22363846949992752
122	0.3585851842965607	0.22800905593137194
124	0.3623564639585938	0.23255842002460675
126	0.3663124066622188	0.23732811782949478
128	0.37031125638050433	0.24213740538090336
