radius	low	clinical
100	0.2849913360552681	0.10784246414014796
102	0.2850791874615714	0.1076856784564826
104	0.28521413678665397	0.10755512809385807
106	0.2854224174611488	0.10745502227899081
108	0.2857251912337756	0.10739587474624827
110	0.2861417879578792	0.10739269370115939
112	0.28669907984602533	0.10744885038962365
114	0.28740667555266347	0.10757297855551191
116	0.28830765187415375	0.10778032647238223
118	0.2893330627347234	0.1080526736943036
120	0.2905608510165519	0.10841613208804216
122	0.29191468931656217	0.10884297204975821
124	0.2935209928885184	0.10937482855891062
126	0.2952239956677645	0.10995521160211824
128	0.2973463744568155	0.1106930853660255
130	0.29996266431719165	0.11177975407474923
132	0.30209975295008895	0.11266193107490549
134	0.3101244105185036	0.133804841929837
136	0.3413055802839773	0.20445745033847385
138	0.3489006284052855	0.2176475345626173
140	0.3525240470724434	0.22313444873505664
142	0.3549840498896862	0.22649186112591177
144	0.3568236597571335	0.22876107134651616
146	0.3582976802484469	0.23042069313683503
148	0.35945300730927693	0.23162228836466742
150	0.3604473479010123	0.2325834089917437
152	0.36127652926233816	0.23334275601705318
154	0.3620332517591639	0.23400796829716
156	0.36269617658811865	0.23455508614703202
158	0.36327973108452855	0.23502494624071396
160	0.36380494280812775	0.23543419053193967
162	0.3642422063439786	0.23576987384636017
164	0.3646080460963112	0.23604304186513014
166	0.36496445201453864	0.2363103589792045
168	0.3652620324684735	0.23652197485218346
170	0.3655051647221814	0.23668191074447467
172	0.3656963505287559	0.2368127973004387
174	0.3658517616900921	0.2369168374893598
176	0.36593957700130536	0.2369667944437249
178	0.3660113251130861	0.23699752680659156
180	0.36604487246695344	0.23700774495890248
182	0.3660492967122759	0.23700874352180812
