radius	low	clinical
100	0.3340974111354444	0.7863019173452628
102	0.33510589634999643	0.7866283835796638
104	0.3361081309703877	0.7869366626185366
106	0.33710684421064796	0.7872239475068636
108	0.3380743041314418	0.7874870593543165
110	0.3389526910736458	0.7876977474195882
112	0.33979783112823503	0.7878630800894463
114	0.3405876734957564	0.787983405578416
116	0.34140329766552896	0.7880936857219789
118	0.34222206467296945	0.7881966104684395
120	0.3431050024623981	0.7883020171942187
122	0.3439580735535126	0.7883850137819535
124	0.34486287546169475	0.7885115521168334
126	0.3462965020001868	0.7889983028615823
128	0.3482412380876485	0.7895883392659014
130	0.34961172076116775	0.7893262386065907
132	0.34877398814656785	0.7839183522248644
134	0.3456789368466707	0.7740805528545752
136	0.3423770940495887	0.7647668721852826
138	0.33945905481348765	0.7568556601600721
140	0.3377336211630609	0.7525254604849035
142	0.3367700006766243	0.7508233566302805
144	0.33609489249472974	0.7499568245420232
146	0.3356131930364062	0.7494722922123035
148	0.33526315867085943	0.7491777335200459
150	0.33500240649969776	0.7489665935072117
152	0.33482206441869505	0.7487890074239113
154	0.3346835443127201	0.7485933439177463
156	0.33457660717889665	0.7483688292535957
158	0.33449148210522267	0.7480854095960964
160	0.3344272461044602	0.7477854584064338
162	0.334392344825901	0.7475315967598
164	0.33438416324672293	0.7473344526626169
166	0.33440034426457715	0.7471588032436557
168	0.33442800366028685	0.74702496094862
170	0.3344491129100788	0.7469504877831787
172	0.3344583979906746	0.7468813100806437
174	0.33446075268730047	0.7468572477134878
176	0.33446075268730047	0.7468572477134878
178	0.33446075268730047	0.7468572477134878
180	0.33446075268730047	0.7468572477134878
182	0.33446075268730047	0.7468572477134878
