radius	low	clinical
100	0.056697154806265616	0.008876959927408303
102	0.05665035702447511	0.008840360329896083
104	0.05660944418435372	0.00880180973519127
106	0.056557891352978104	0.008763557818702283
108	0.05648651059251599	0.008726949932632184
110	0.05640863834915524	0.00869060710489566
112	0.05633999441610886	0.008658118313491772
114	0.05627494898324705	0.008626593774425177
116	0.05620670771014971	0.008599621594114364
118	0.05612015505449488	0.008575427624652864
120	0.05603674194310631	0.008556227560132959
122	0.05595889232461475	0.00854061773904187
124	0.05587771850028045	0.008534688131031455
126	0.055764505381723915	0.00852998701741565
128	0.05563994552269041	0.008503210613889868
130	0.055637169763048576	0.00856632543592245
132	0.05561225820753167	0.008591107975991566
134	0.058498471347812483	0.011681712368380016
136	0.07589503384776347	0.028913101324954147
138	0.08019235551790818	0.03312973976553127
140	0.08193671631477421	0.03488203903710205
142	0.08288158133624209	0.035875792405131314
144	0.08341059687721664	0.036467376352409424
146	0.08369380524345295	0.036832378291428894
148	0.08382055678812875	0.037043227286360406
150	0.08386234841848772	0.03716922403479446
152	0.08384925095924642	0.03723748958845575
154	0.08380054208389233	0.03727298006939511
156	0.0837205303184555	0.037274842548559964
158	0.08363400957392622	0.037263802983816985
160	0.08354011013729791	0.03724079907255839
162	0.08344905675486229	0.037213913442260854
164	0.08336241853410455	0.037184219590929754
166	0.08327344794818052	0.03715313724523782
168	0.08319288488617604	0.03711999390221947
170	0.08311150680982736	0.03708166379814676
172	0.08305027567119709	0.037053474886588396
174	0.08299729722741096	0.037028217250726525
176	0.08296188412333923	0.037008501452296734
178	0.0829239224029758	0.03698595950363045
180	0.08290343643993901	0.03697273617754472
182	0.08290040789870545	0.03697077565448126
