radius	low	clinical
100	0.057829463254617325	0.011085666401873388
102	0.0577484464226634	0.011024163908191113
104	0.05764153036770229	0.010953258501032799
106	0.057542107248245426	0.010879565495456277
108	0.05742508799061433	0.01080921368387372
110	0.057319714030535006	0.010743393547359618
112	0.05719962340064054	0.010677490792325692
114	0.05708655734056701	0.010614082946695053
116	0.056966161237134744	0.010553009563912221
118	0.05684275080468267	0.010498443452006451
120	0.05671657986111111	0.010447842169361525
122	0.05659292368592522	0.01040533584066534
124	0.05646074308114739	0.010368680295503717
126	0.056319713334319406	0.010342624566607669
128	0.056146172708944994	0.010285876989619587
130	0.05613573695832387	0.010334945776584762
132	0.05611327365830973	0.01036112192926974
134	0.05936155829613567	0.0138002504005502
136	0.07912255879379754	0.03337877761073518
138	0.08411512534506178	0.03827299573191438
140	0.08618536419649797	0.04032635522821487
142	0.08732370759837539	0.041499363789273484
144	0.08797036634985027	0.04220562519978465
146	0.08833626170569604	0.04264734911835794
148	0.08851729612299465	0.04290697468891403
150	0.08860346931677449	0.04306731411400875
152	0.08862178860115923	0.04315842196209306
154	0.08859460820693717	0.04321192428148486
156	0.08852755342942346	0.043223087257703775
158	0.08845046796750343	0.043216547006814876
160	0.08836207848243866	0.043195714035833166
162	0.08827224653515314	0.04316913162000992
164	0.08818975847634689	0.043137968701411025
166	0.08810309110096519	0.04310538394194376
168	0.08802024292863862	0.04306820758677262
170	0.08793542158268128	0.04302631450948102
172	0.0878727967554362	0.042995305174021635
174	0.08781840244699127	0.0429663512995845
176	0.08778030029099093	0.04294342278446609
178	0.08773940281700893	0.04291745418901252
180	0.0877173112725275	0.042902676935582015
182	0.08771391957998276	0.04290054365992546
